generation,avg_prey_survival,max_prey_survival,total_food,avg_predator_kills,max_predator_kills,total_kills,avg_prey_nodes,avg_prey_connections,avg_pred_nodes,avg_pred_connections,alive_prey_end,alive_pred_end,best_prey_raw_fitness,best_predator_raw_fitness,config_food_count,config_food_generation_frames,config_fps,config_generations,config_height,config_max_frames,config_pred_attack_cooldown,config_pred_hunger_cons,config_pred_max_energy,config_pred_max_hunger,config_pred_radius,config_pred_speed,config_pred_sprint_speed,config_prey_danger_radius,config_prey_hunger_cons,config_prey_max_energy,config_prey_max_hunger,config_prey_radius,config_prey_speed,config_prey_sprint_speed,config_render_n,config_width,config_prey_pop_size,config_predator_pop_size
16,281.0,600,134,3.0,4,30,3.02,58.6,3.0,83.9,5,6,54266.52,10933.15,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
17,300.28,600,147,3.4,5,34,3.26,56.74,3.0,83.5,5,7,54266.52,10933.15,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
18,328.26,600,173,2.6,4,26,3.6,55.42,3.0,83.7,8,7,54266.52,10933.15,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
19,302.24,600,186,3.4,6,34,3.92,54.04,3.0,83.9,6,9,54266.52,10933.15,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
20,329.88,600,241,2.7,5,27,3.92,52.36,3.0,83.8,10,8,55485.09,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
21,328.36,600,247,3.4,5,34,3.98,51.28,3.1,83.7,10,8,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
22,357.68,600,251,2.9,4,29,3.78,49.96,3.6,84.3,13,6,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
23,352.0,600,241,2.1,4,21,3.98,48.74,3.4,84.2,14,4,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
24,391.56,600,257,1.6,3,16,4.0,48.84,3.7,84.4,15,5,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
25,392.3,600,276,2.2,4,22,4.02,48.0,3.7,84.6,17,6,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
26,356.04,600,271,2.3,4,23,4.06,47.04,3.0,83.2,16,4,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
27,388.38,600,288,2.0,3,20,4.04,45.74,3.0,82.3,19,4,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
28,414.54,600,279,1.8,4,18,3.84,44.5,3.0,81.0,25,2,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
29,376.22,600,266,2.4,5,24,3.66,43.14,3.0,80.1,19,6,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
30,333.0,600,216,2.7,4,27,4.02,42.7,3.0,80.2,16,5,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
31,385.26,600,271,2.2,4,22,4.14,41.44,3.0,80.1,19,4,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
32,350.4,600,226,2.3,5,23,3.98,39.0,3.0,79.7,14,3,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
33,383.4,600,270,2.1,5,21,4.02,37.46,3.0,79.8,19,3,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
34,366.92,600,260,2.3,4,23,3.98,34.76,3.0,79.1,21,3,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
35,357.24,600,263,3.0,5,30,4.02,33.86,3.0,78.5,16,5,57260.63,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
36,399.04,600,270,2.0,4,20,4.2,33.58,3.0,77.9,20,5,58084.95,12293.6,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
37,324.92,600,238,3.0,5,30,4.44,33.08,3.0,77.3,12,6,59664.47,15595.08,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
38,323.58,600,233,3.1,5,31,4.52,31.3,3.0,77.3,8,8,59664.47,15595.08,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
39,311.04,600,219,3.2,5,32,4.76,30.72,3.0,76.7,8,6,59664.47,19460.04,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
40,314.82,600,243,3.8,5,38,4.42,29.06,3.0,77.2,5,8,59664.47,19460.04,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
41,283.46,600,209,4.3,6,43,4.3,28.72,3.0,76.1,2,9,59664.47,19460.04,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
42,322.66,600,251,3.8,5,38,4.12,26.88,3.0,76.4,9,8,59664.47,20904.84,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
43,299.08,600,228,3.5,5,35,4.24,26.44,3.0,75.8,6,8,59664.47,20904.84,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
44,319.22,600,234,3.6,5,36,4.38,26.76,3.0,75.7,10,7,59664.47,20904.84,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
45,288.74,600,205,4.0,5,40,4.18,26.0,3.0,75.7,6,8,59664.47,20904.84,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
46,271.34,600,205,4.2,5,42,4.26,25.9,3.0,74.6,2,8,59664.47,22545.42,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
47,236.4,531,196,4.4,5,44,4.16,25.88,3.0,74.9,0,10,59664.47,22545.42,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
48,283.34,600,210,3.8,6,38,4.12,25.14,3.0,74.6,4,8,59664.47,22545.42,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
49,289.44,600,237,4.1,5,41,4.08,24.64,3.0,74.1,6,10,59664.47,22545.42,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
50,303.68,600,245,4.1,5,41,4.1,23.44,3.0,73.9,6,10,59664.47,22545.42,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
51,330.78,600,226,3.7,6,37,4.08,23.04,3.0,74.0,7,8,59664.47,22545.42,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
52,307.42,600,221,3.5,5,35,4.02,22.0,3.0,73.7,7,8,59664.47,22545.42,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
53,322.64,600,257,3.6,6,36,4.02,20.68,3.0,73.8,7,8,59664.47,22545.42,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
54,331.34,600,246,3.2,6,32,4.0,20.52,3.0,73.5,10,6,59664.47,22545.42,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
55,290.7,600,201,3.7,5,37,3.98,19.76,3.0,72.9,5,9,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
56,268.66,588,189,4.4,6,44,4.0,18.96,3.0,73.0,0,10,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
57,301.62,600,221,3.6,5,36,3.96,18.8,3.0,72.0,7,8,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
58,324.3,600,240,3.6,5,36,4.02,17.48,3.1,72.0,7,8,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
59,302.28,600,233,3.7,6,37,4.16,16.64,3.0,72.2,4,8,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
60,353.52,600,252,3.0,5,30,4.02,15.74,3.0,72.4,13,6,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
61,311.38,600,243,3.9,6,39,3.98,14.66,3.0,71.0,6,8,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
62,293.42,600,238,4.4,6,44,3.84,13.58,3.0,70.9,4,9,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
63,307.58,600,239,3.5,6,35,3.44,11.78,3.0,70.5,7,6,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
64,288.68,600,225,4.3,5,43,3.74,12.3,3.0,70.2,5,10,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
65,255.36,600,195,3.8,5,38,3.78,11.74,3.0,70.7,2,8,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
66,289.78,600,221,3.7,5,37,3.88,11.44,3.0,69.7,8,8,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
67,286.08,600,212,3.9,5,39,3.68,11.08,3.0,69.7,3,9,59664.47,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
68,275.86,600,233,3.9,5,39,3.88,11.34,3.0,68.9,4,7,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
69,298.78,600,226,3.8,5,38,4.02,11.72,3.0,68.6,5,10,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
70,292.66,600,227,4.4,5,44,3.94,11.62,3.0,67.6,3,10,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
71,294.8,600,225,3.3,5,33,3.94,11.58,3.0,67.7,6,8,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
72,286.12,600,217,3.9,6,39,3.94,11.54,3.0,66.5,3,7,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
73,255.02,567,179,4.3,6,43,4.0,11.56,3.0,66.9,0,9,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
74,278.6,600,204,3.9,6,39,4.04,11.84,3.1,66.7,3,9,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
75,254.38,532,191,4.3,5,43,3.96,11.56,3.7,67.4,0,10,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
76,308.58,600,239,3.2,5,32,4.02,11.66,3.0,66.5,6,8,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
77,275.86,600,198,4.2,5,42,4.0,11.58,3.0,66.7,2,9,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
78,314.28,600,226,3.7,6,37,3.98,11.28,3.0,66.7,8,9,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
79,295.74,600,195,3.9,6,39,4.04,10.8,3.0,66.9,4,9,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
80,295.34,600,208,3.6,6,36,4.04,10.44,3.0,66.8,3,9,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
81,290.76,600,223,3.8,5,38,4.06,9.7,3.0,66.9,4,8,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
82,291.38,600,224,4.1,5,41,4.06,9.46,3.0,66.7,2,9,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
83,302.18,600,198,3.4,5,34,4.02,9.38,3.0,67.0,6,8,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
84,273.2,600,206,3.6,5,36,3.96,9.18,3.0,67.0,2,8,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
85,291.42,600,224,3.6,6,36,3.98,8.92,3.0,67.5,5,8,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
86,312.22,600,242,3.5,5,35,3.96,8.32,3.1,67.7,6,8,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
87,349.76,600,241,2.8,5,28,3.98,8.32,3.0,68.0,11,7,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
88,315.62,600,232,3.6,6,36,3.8,7.14,3.0,67.6,7,8,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
89,316.74,600,242,2.9,5,29,3.9,6.58,3.1,68.0,9,6,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
90,382.48,600,263,2.3,5,23,4.04,6.62,3.0,67.2,16,5,63365.28,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
91,309.3,600,253,3.7,5,37,4.22,7.16,3.0,66.3,8,8,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
92,315.38,600,196,3.4,5,34,4.26,6.62,3.0,66.2,7,7,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
93,265.44,600,185,3.7,5,37,3.86,5.42,3.0,65.8,2,7,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
94,289.82,600,224,3.6,5,36,4.86,7.2,3.2,65.5,6,7,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
95,252.24,598,193,4.1,5,41,5.56,8.54,3.4,64.9,0,10,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
96,318.94,600,277,3.8,6,38,5.78,8.98,3.0,64.5,8,9,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
97,297.34,600,232,3.8,5,38,5.78,8.78,3.0,65.0,8,10,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
98,295.92,600,190,3.5,6,35,5.7,8.02,3.0,65.4,5,7,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
99,317.66,600,217,3.0,5,30,5.44,7.56,3.0,65.6,10,5,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
100,274.48,600,197,3.7,5,37,5.38,6.7,3.0,65.8,5,7,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
101,296.88,600,180,3.5,5,35,5.34,6.34,3.0,65.7,2,7,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
102,335.58,600,244,3.3,6,33,5.62,6.6,3.1,65.3,10,7,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
103,256.64,600,180,3.9,6,39,5.64,6.22,3.0,65.7,2,8,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
104,296.2,600,211,3.6,5,36,5.5,6.28,3.0,66.1,6,7,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
105,317.9,600,228,3.6,5,36,5.62,6.34,3.0,66.5,6,8,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
106,285.42,600,192,3.2,5,32,5.76,6.84,3.0,66.2,3,8,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
107,240.84,553,126,3.8,6,38,5.74,6.28,3.0,66.2,0,7,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
108,252.76,600,176,4.1,5,41,5.42,5.38,3.0,66.3,1,10,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
109,319.1,600,238,3.7,5,37,5.12,4.68,3.0,66.2,7,8,63809.15,23224.99,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
