generation,avg_prey_survival,max_prey_survival,total_food,avg_predator_kills,max_predator_kills,total_kills,avg_prey_nodes,avg_prey_connections,avg_pred_nodes,avg_pred_connections,alive_prey_end,alive_pred_end,best_prey_raw_fitness,best_predator_raw_fitness,config_food_count,config_food_generation_frames,config_fps,config_generations,config_height,config_max_frames,config_pred_attack_cooldown,config_pred_hunger_cons,config_pred_max_energy,config_pred_max_hunger,config_pred_radius,config_pred_speed,config_pred_sprint_speed,config_prey_danger_radius,config_prey_hunger_cons,config_prey_max_energy,config_prey_max_hunger,config_prey_radius,config_prey_speed,config_prey_sprint_speed,config_render_n,config_width,config_prey_pop_size,config_predator_pop_size
80,296.42,600,193,3.4,5,34,3.0,7.38,3.0,66.7,6,8,64772.65,22946.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
81,318.8,600,248,3.8,5,38,3.06,7.42,3.1,66.5,7,9,64772.65,22946.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
82,274.76,600,217,4.1,5,41,3.02,6.98,3.7,67.7,2,10,64772.65,22946.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
83,253.06,600,187,3.9,5,39,3.02,6.68,3.7,68.0,2,8,64772.65,22946.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
84,291.84,600,203,4.3,6,43,3.02,6.46,3.5,67.8,1,8,64772.65,23828.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
85,311.84,600,238,3.4,6,34,3.0,6.06,4.0,67.3,9,7,64772.65,23828.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
86,252.84,600,182,4.1,5,41,3.02,5.5,4.0,66.9,1,9,64772.65,23828.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
87,292.52,600,220,4.1,5,41,3.02,5.36,3.9,67.7,2,10,64772.65,23828.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
88,311.16,600,197,2.5,5,25,3.02,5.02,4.0,68.6,8,5,64772.65,24784.12,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
89,300.42,600,220,3.4,5,34,3.08,5.28,4.0,68.8,6,7,64772.65,24784.12,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
90,281.94,600,224,4.1,5,41,3.04,4.94,4.1,68.0,5,10,64772.65,24784.12,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
91,261.1,600,215,4.4,6,44,3.04,4.28,4.0,68.6,2,8,64772.65,24784.12,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
92,308.44,600,207,3.0,5,30,3.02,4.2,4.0,67.8,9,7,64772.65,24784.12,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
93,267.1,600,194,4.2,5,42,3.06,4.0,3.8,67.4,2,10,64772.65,25359.9,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
94,252.18,600,145,3.6,5,36,3.12,4.1,3.4,66.0,2,9,64772.65,25813.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
95,243.12,600,166,3.9,6,39,3.08,3.7,4.0,67.8,1,8,64772.65,25813.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
96,257.62,600,175,4.0,5,40,3.12,3.96,4.0,67.6,1,9,64772.65,25813.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
97,300.08,600,220,3.7,6,37,3.02,3.66,4.1,68.6,4,8,64772.65,25813.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
98,276.52,600,219,4.1,5,41,3.0,3.58,4.1,68.4,3,10,64772.65,25813.94,30,60,60,500,600,600,100,0.45,140.0,140.0,9.0,3.5,7.0,180.0,0.45,200.0,120.0,8.0,4.0,8.5,100,800,50,10
